Name,Weight,Time
Marge Hickle,196,2018-09-03T12:57:15-06:00
Helena Stokes,163,2017-10-31T13:15:43-06:00
Rosalinda Mosciski,134,2017-09-04T18:44:40-06:00
Demario Hauck,149,2016-10-31T12:58:14-06:00
Johann Bosco,117,2018-11-22T18:54:20-06:00
Filomena Hauck,126,2018-12-31T18:55:21-06:00
Otha Stokes,109,2016-10-31T12:34:12-06:00
Kiarra Anderson,151,2016-07-04T18:11:52-06:00
Edwina Dietrich,130,2015-12-31T16:55:39-06:00
Johann Bosco,117,2014-09-01T15:55:10-06:00
Wilfredo Olson,134,2017-12-31T15:29:48-06:00
Lolita Wilderman,145,2014-09-01T16:54:45-06:00
Douglas Lang,159,2015-07-04T14:50:20-06:00
Demario Hauck,149,2017-12-31T14:27:46-06:00
Otha Stokes,114,2015-11-26T14:40:24-06:00
Otha Stokes,108,2014-07-04T13:57:54-06:00
Patsy Gleason,181,2018-02-02T13:26:43-06:00
Antonetta Bosco,115,2017-12-31T12:20:20-06:00
Vilma Dietrich,135,2015-12-31T15:55:14-06:00
Carli Gleason,125,2014-10-31T16:38:16-06:00
Abraham Stokes,132,2016-11-24T13:35:32-06:00
Lenore Gleason,102,2014-10-31T14:26:15-06:00
Antonetta Bosco,115,2017-07-04T12:54:50-06:00
Tod Hickle,145,2015-11-26T13:35:34-06:00
Gracie Anderson,170,2016-07-04T16:11:21-06:00
Glenna Hauck,182,2016-09-05T17:23:30-06:00
Vilma Dietrich,134,2015-12-31T18:35:31-06:00
Rosalinda Mosciski,131,2018-07-04T17:28:52-06:00
Idell Anderson,154,2018-12-31T16:59:57-06:00
Stephan Hessel,161,2014-12-31T17:35:43-06:00
Allen Hauck,186,2015-10-31T13:29:37-06:00
Jeff Dietrich,163,2015-11-26T12:31:52-06:00
Idell Anderson,152,2015-11-26T14:36:35-06:00
Heather Mosciski,101,2015-10-31T18:43:12-06:00
Stephan Hessel,157,2015-12-31T15:50:50-06:00
Sophie Dietrich,143,2016-11-24T16:58:11-06:00
Roy Hauck,131,2016-12-31T13:21:44-06:00
Keira Bosco,168,2018-07-04T12:14:52-06:00
Eliane Bosco,136,2018-02-02T16:22:33-06:00
Sophie Dietrich,142,2016-12-31T17:30:59-06:00
Quincy Mosciski,140,2015-10-31T13:43:26-06:00
Vidal Wilderman,118,2017-09-04T15:31:37-06:00
Khalid Stokes,152,2016-11-24T15:35:21-06:00
Eliane Bosco,136,2015-11-26T14:20:48-06:00
Gracie Anderson,169,2017-11-23T15:28:32-06:00
Hiram Smith,104,2014-09-01T18:43:44-06:00
Stephan Hessel,161,2016-07-04T12:42:41-06:00
Antonetta Bosco,115,2018-02-02T15:28:44-06:00
Lolita Wilderman,147,2017-10-31T16:45:53-06:00
Stephan Lang,174,2017-07-04T15:55:48-06:00
Lonzo Mosciski,141,2017-07-04T16:53:19-06:00
Cecile Bosco,153,2016-12-31T12:33:44-06:00
Roy Hauck,129,2018-07-04T16:15:20-06:00
Shany Mosciski,153,2015-10-31T13:45:46-06:00
Eliane Bosco,135,2015-09-07T12:53:34-06:00
Gisselle Mosciski,112,2018-02-02T14:24:57-06:00
Douglas Lang,158,2017-11-23T13:54:50-06:00
Johnathon Reinger,170,2017-09-04T13:51:37-06:00
Samanta Smith,185,2015-10-31T18:17:51-06:00
Carolyne Gleason,188,2015-09-07T14:51:53-06:00
Kenna Schumm,139,2015-07-04T12:16:39-06:00
Jamir Wilderman,164,2015-12-31T14:42:11-06:00
Hollie Larkin,184,2015-09-07T18:25:34-06:00
Lolita Wilderman,147,2014-07-04T16:20:43-06:00
Heather Mosciski,101,2017-09-04T18:14:13-06:00
Angelina Olson,132,2014-10-31T14:24:38-06:00
Magdalen Gleason,106,2015-10-31T16:40:53-06:00
Toby Hahn,184,2016-10-31T15:15:49-06:00
Tod Hickle,144,2018-02-02T13:22:22-06:00
Kenna Schumm,139,2018-11-22T12:35:39-06:00
Gisselle Mosciski,110,2015-11-26T13:59:20-06:00
Guillermo Reinger,176,2016-12-31T13:59:26-06:00
Heather Mosciski,101,2018-02-02T15:33:21-06:00
Arch Bosco,189,2018-12-31T15:14:16-06:00
Gisselle Mosciski,110,2018-12-31T16:58:36-06:00
Garrison Olson,108,2015-12-31T13:12:21-06:00
Edd Lang,141,2017-07-04T18:52:57-06:00
Stephan Lang,175,2015-09-07T14:56:59-06:00
Keira Bosco,165,2014-11-27T14:53:30-06:00
Angelina Olson,132,2015-11-26T16:11:31-06:00
Roy Hauck,129,2016-12-31T17:34:52-06:00
Annamae Smith,133,2018-09-03T17:25:33-06:00
Stanley Wilderman,166,2015-11-26T12:23:30-06:00
Bennett Stokes,113,2015-12-31T18:22:19-06:00
Filomena Hauck,120,2018-10-31T16:55:16-06:00
Gracie Anderson,170,2016-07-04T18:54:14-06:00
Bennett Stokes,117,2016-10-31T12:49:10-06:00
Lolita Wilderman,149,2014-10-31T16:20:57-06:00
Cecile Bosco,156,2016-07-04T18:37:31-06:00
Quincy Mosciski,138,2016-07-04T18:50:43-06:00
Sophie Dietrich,141,2014-07-04T16:50:23-06:00
Edd Lang,142,2014-12-31T14:59:20-06:00
Lolita Wilderman,147,2014-10-31T12:38:14-06:00
Lolita Wilderman,146,2015-07-04T14:28:24-06:00
Khalid Stokes,150,2015-10-31T14:18:34-06:00
Tod Hickle,147,2016-07-04T16:28:34-06:00
Wilfredo Olson,130,2016-07-04T14:20:54-06:00
Roy Hauck,131,2017-07-04T17:45:10-06:00
Abraham Stokes,131,2017-07-04T12:17:16-06:00
Magdalen Gleason,107,2016-07-04T15:10:45-06:00
Gisselle Mosciski,111,2014-12-31T16:44:46-06:00
Garrison Olson,110,2015-10-31T15:24:18-06:00
Samanta Smith,186,2014-12-31T13:19:59-06:00
Johann Bosco,117,2016-07-04T15:34:17-06:00
Johann Bosco,118,2015-10-31T15:55:29-06:00
Lindsey Anderson,189,2015-07-04T13:10:28-06:00
Samanta Smith,187,2017-12-31T13:10:43-06:00
Viola Gleason,154,2017-10-31T12:53:47-06:00
Helena Stokes,163,2018-09-03T18:11:20-06:00
Demario Hauck,149,2015-12-31T15:57:34-06:00
Tod Hickle,146,2018-10-31T12:26:26-06:00
Samanta Smith,185,2018-11-22T15:47:51-06:00
Nona Hickle,147,2018-02-02T13:33:59-06:00
Jamir Wilderman,163,2016-10-31T14:59:45-06:00
Magdalen Gleason,107,2018-07-04T16:36:46-06:00
Stephan Hessel,156,2015-07-04T13:16:40-06:00
Lenore Gleason,101,2015-09-07T18:37:52-06:00
Vilma Dietrich,137,2015-09-07T17:35:57-06:00
Sophie Dietrich,143,2016-11-24T14:52:44-06:00
Jamir Wilderman,166,2016-11-24T14:13:14-06:00
Bennett Stokes,113,2016-09-05T18:55:16-06:00
Tod Hickle,146,2018-11-22T16:25:47-06:00
Monica Olson,121,2015-09-07T18:42:29-06:00
Lindsey Anderson,188,2014-12-31T12:16:35-06:00
Stephan Hessel,157,2015-12-31T15:50:40-06:00
Nona Hickle,148,2018-10-31T16:54:22-06:00
Angelina Olson,131,2018-07-04T17:53:15-06:00
Allen Hauck,186,2016-10-31T18:33:23-06:00
Duncan Mosciski,114,2016-11-24T14:11:14-06:00
Antonetta Bosco,119,2014-09-01T14:31:58-06:00
Demario Hauck,149,2018-11-22T13:32:43-06:00
Vilma Dietrich,133,2017-11-23T12:25:14-06:00
Jamir Wilderman,163,2015-07-04T14:27:43-06:00
Allen Hauck,186,2015-10-31T15:59:39-06:00
Shany Mosciski,153,2017-07-04T14:23:47-06:00
Johnathon Reinger,173,2018-07-04T12:28:40-06:00
Guillermo Reinger,174,2016-11-24T18:50:46-06:00
Jeff Dietrich,164,2018-10-31T16:39:13-06:00
Johann Bosco,117,2015-09-07T17:52:30-06:00
Amanda Gleason,174,2015-10-31T17:16:28-06:00
Lolita Wilderman,146,2015-12-31T14:24:34-06:00
Annamae Smith,130,2015-09-07T15:20:15-06:00
Rosalinda Mosciski,133,2016-07-04T16:53:38-06:00
Stephan Lang,175,2017-12-31T13:36:36-06:00
Rosalinda Mosciski,133,2014-09-01T14:12:43-06:00
Douglas Lang,158,2018-11-22T13:48:55-06:00
Eliane Bosco,137,2014-11-27T14:13:53-06:00
Gracie Anderson,175,2014-11-27T14:56:42-06:00
Otha Stokes,109,2018-07-04T16:56:54-06:00
Kenna Schumm,137,2018-11-22T15:46:14-06:00
Donnell Hauck,173,2014-10-31T18:15:43-06:00
Magdalen Gleason,104,2014-10-31T13:33:17-06:00
Sophie Dietrich,142,2016-10-31T18:56:45-06:00
Wilfredo Olson,131,2016-12-31T17:40:18-06:00
Otha Stokes,114,2018-09-03T13:49:36-06:00
Wilhelm Bosco,189,2017-09-04T14:53:52-06:00
Annamae Smith,128,2018-11-22T17:19:56-06:00
Edwina Dietrich,127,2016-09-05T15:44:18-06:00
Annamae Smith,128,2016-07-04T12:16:52-06:00
Johnathon Reinger,175,2017-07-04T17:44:40-06:00
Christiana Larkin,201,2014-12-31T16:48:33-06:00
Jeff Dietrich,165,2015-11-26T12:56:16-06:00
Vidal Wilderman,116,2017-09-04T16:19:42-06:00
Vidal Wilderman,114,2018-07-04T16:51:41-06:00
Jamir Wilderman,160,2015-07-04T12:59:37-06:00
Filomena Hauck,124,2016-12-31T12:24:57-06:00
Douglas Lang,160,2014-12-31T18:40:59-06:00
Abraham Stokes,130,2016-09-05T13:12:59-06:00
Quincy Mosciski,142,2017-09-04T13:13:23-06:00
Edd Lang,141,2018-09-03T18:41:16-06:00
Guillermo Reinger,176,2016-10-31T17:47:52-06:00
Mary Schumm,147,2018-10-31T12:37:38-06:00
Libbie Hauck,146,2018-10-31T16:24:26-06:00
Lindsey Anderson,188,2017-12-31T16:31:16-06:00
Cecile Bosco,157,2014-11-27T15:30:54-06:00
Lonzo Mosciski,141,2017-12-31T17:57:28-06:00
Jeff Dietrich,164,2015-09-07T18:36:47-06:00
Demario Hauck,149,2014-10-31T17:14:50-06:00
Gisselle Mosciski,113,2018-10-31T16:45:52-06:00
Helena Stokes,160,2014-09-01T14:31:47-06:00
Viola Gleason,154,2015-11-26T16:59:52-06:00
Toby Hahn,184,2014-11-27T15:42:18-06:00
Abraham Stokes,131,2014-07-04T13:15:47-06:00
Cecile Bosco,156,2014-10-31T13:34:14-06:00
Stephan Hessel,159,2015-09-07T18:15:25-06:00
Hiram Smith,104,2016-10-31T14:10:55-06:00
Wilfredo Olson,131,2016-12-31T17:26:12-06:00
Bennett Stokes,113,2015-12-31T12:14:22-06:00
Mary Schumm,146,2018-02-02T17:21:25-06:00
Carolyne Gleason,192,2015-10-31T12:32:13-06:00
Wilhelm Bosco,187,2014-09-01T18:47:22-06:00
Lindsey Anderson,187,2016-12-31T14:49:44-06:00
Paul Bosco,171,2014-07-04T15:57:39-06:00
Annamae Smith,130,2016-10-31T17:15:45-06:00
Lonzo Mosciski,141,2016-07-04T12:27:10-06:00
Stephan Lang,176,2018-02-02T17:12:37-06:00
Gracie Anderson,172,2015-11-26T15:34:18-06:00
Wilfredo Olson,129,2018-10-31T15:36:47-06:00
Hiram Smith,104,2014-10-31T13:31:16-06:00
Stanley Wilderman,161,2014-07-04T16:34:58-06:00
Demario Hauck,149,2014-09-01T17:30:27-06:00
Filomena Hauck,124,2016-12-31T16:39:21-06:00
Carli Gleason,124,2018-11-22T13:47:12-06:00
Abraham Stokes,133,2017-11-23T13:30:22-06:00
Jeff Dietrich,164,2017-07-04T15:24:41-06:00
Bennett Stokes,115,2017-12-31T16:28:59-06:00
Paul Bosco,171,2014-07-04T16:51:31-06:00
Guillermo Reinger,173,2015-09-07T14:36:37-06:00
Carli Gleason,128,2018-09-03T17:52:34-06:00
Quincy Mosciski,140,2016-10-31T17:23:51-06:00
Tod Hickle,145,2018-12-31T12:52:24-06:00
Toby Hahn,186,2017-12-31T12:15:40-06:00
Amanda Gleason,177,2017-09-04T15:15:23-06:00
Magdalen Gleason,107,2017-09-04T17:26:55-06:00
Edwina Dietrich,130,2014-11-27T15:59:29-06:00
Keira Bosco,164,2015-10-31T13:12:23-06:00
Lolita Wilderman,146,2014-07-04T17:52:15-06:00
Johann Bosco,118,2015-12-31T16:14:11-06:00
Quincy Mosciski,139,2015-07-04T16:39:22-06:00
Carolyne Gleason,189,2017-11-23T14:43:49-06:00
Cecile Bosco,155,2014-12-31T16:55:19-06:00
Carli Gleason,124,2018-07-04T12:15:48-06:00
Keira Bosco,162,2017-09-04T13:22:57-06:00
Marge Hickle,195,2016-09-05T13:30:58-06:00
Lonzo Mosciski,142,2015-09-07T14:18:23-06:00
Abraham Stokes,133,2017-11-23T16:13:23-06:00
Garrison Olson,110,2016-12-31T18:51:43-06:00
Magdalen Gleason,105,2017-11-23T12:54:47-06:00
Idell Anderson,153,2015-10-31T16:33:15-06:00
Viola Gleason,153,2016-07-04T18:13:48-06:00
Carolyne Gleason,191,2016-11-24T14:33:55-06:00
Arch Bosco,187,2018-07-04T13:34:41-06:00
Paul Bosco,172,2015-07-04T18:30:50-06:00
Garrison Olson,107,2014-09-01T16:27:39-06:00
Vilma Dietrich,135,2017-11-23T16:27:17-06:00
Toby Hahn,183,2014-10-31T14:38:20-06:00
Vilma Dietrich,134,2017-07-04T15:42:41-06:00
Khalid Stokes,152,2016-10-31T15:32:30-06:00
Glenna Hauck,178,2015-07-04T13:24:25-06:00
Cecile Bosco,154,2016-10-31T16:14:32-06:00
Libbie Hauck,144,2015-12-31T13:46:39-06:00
Guillermo Reinger,174,2017-11-23T13:54:22-06:00
Lenore Gleason,101,2016-09-05T12:36:11-06:00
Duncan Mosciski,112,2015-12-31T17:20:36-06:00
Samanta Smith,186,2015-09-07T14:11:32-06:00
Sophie Dietrich,141,2014-10-31T13:17:39-06:00
Stephan Lang,175,2017-07-04T18:16:57-06:00
Quincy Mosciski,141,2014-12-31T18:20:34-06:00
Viola Gleason,152,2018-02-02T13:28:16-06:00
Douglas Lang,159,2014-09-01T12:11:23-06:00
Otha Stokes,111,2018-12-31T16:39:50-06:00
Stephan Lang,175,2015-07-04T16:12:34-06:00
Vilma Dietrich,133,2016-12-31T13:50:10-06:00
Bennett Stokes,115,2016-09-05T13:40:43-06:00
Duncan Mosciski,112,2014-12-31T17:39:33-06:00
Stanley Wilderman,161,2014-10-31T14:46:34-06:00
Wilfredo Olson,134,2017-12-31T18:30:49-06:00
Amanda Gleason,176,2018-07-04T15:36:18-06:00
Annamae Smith,128,2018-07-04T13:48:41-06:00
Marge Hickle,192,2018-11-22T17:58:51-06:00
Johann Bosco,118,2018-10-31T14:22:44-06:00
Marge Hickle,194,2014-09-01T16:19:51-06:00
Filomena Hauck,123,2018-11-22T17:59:18-06:00
Wilhelm Bosco,192,2015-11-26T12:56:39-06:00
Wilhelm Bosco,189,2018-07-04T15:58:24-06:00
Toby Hahn,186,2018-07-04T16:28:57-06:00
Glenna Hauck,182,2016-09-05T17:38:29-06:00
Lonzo Mosciski,141,2018-12-31T12:45:15-06:00
Monica Olson,120,2018-12-31T13:36:48-06:00
Filomena Hauck,121,2015-10-31T16:28:25-06:00
Hollie Larkin,184,2018-02-02T16:41:50-06:00
Christiana Larkin,200,2014-10-31T12:56:12-06:00
Johann Bosco,120,2016-07-04T15:11:33-06:00
Demario Hauck,151,2018-11-22T12:11:58-06:00
Samanta Smith,184,2017-12-31T16:26:23-06:00
Johnathon Reinger,173,2018-11-22T17:31:57-06:00
Libbie Hauck,146,2015-12-31T16:35:27-06:00
Garrison Olson,112,2014-09-01T16:37:46-06:00
Quincy Mosciski,144,2016-07-04T15:47:27-06:00
Keira Bosco,165,2018-12-31T15:25:53-06:00
Edd Lang,143,2016-09-05T16:14:54-06:00
Kenna Schumm,142,2014-09-01T16:39:33-06:00
Vidal Wilderman,114,2015-11-26T15:59:53-06:00
Roy Hauck,130,2015-09-07T16:39:56-06:00
Glenna Hauck,178,2016-09-05T18:29:23-06:00
Paul Bosco,171,2017-09-04T15:50:46-06:00
Hiram Smith,103,2017-12-31T12:41:36-06:00
Paul Bosco,170,2014-11-27T16:54:58-06:00
Amanda Gleason,173,2015-07-04T14:44:53-06:00
Amanda Gleason,175,2016-10-31T14:30:48-06:00
Lonzo Mosciski,141,2016-07-04T16:38:13-06:00
Marge Hickle,195,2018-10-31T17:33:57-06:00
Garrison Olson,110,2015-07-04T15:19:46-06:00
Kiarra Anderson,150,2017-09-04T14:38:27-06:00
Lenore Gleason,100,2018-07-04T15:41:25-06:00
Kiarra Anderson,155,2017-10-31T16:40:29-06:00
Kenna Schumm,137,2017-09-04T15:39:59-06:00
Rosalinda Mosciski,132,2017-10-31T12:12:58-06:00
Kenna Schumm,139,2014-10-31T17:45:46-06:00
Monica Olson,122,2015-09-07T16:28:18-06:00
Roy Hauck,131,2015-07-04T17:55:11-06:00
Roy Hauck,130,2017-07-04T17:24:41-06:00
Idell Anderson,155,2018-10-31T15:28:11-06:00
Idell Anderson,154,2015-11-26T17:54:33-06:00
Jeff Dietrich,164,2014-10-31T15:32:57-06:00
Carli Gleason,125,2017-07-04T18:49:54-06:00
Jeff Dietrich,163,2015-12-31T12:34:54-06:00
Garrison Olson,106,2015-07-04T18:28:36-06:00
Demario Hauck,149,2018-11-22T16:29:37-06:00
Khalid Stokes,153,2016-11-24T14:30:13-06:00
Quincy Mosciski,140,2015-07-04T16:49:19-06:00
Quincy Mosciski,140,2016-09-05T12:48:51-06:00
Annamae Smith,128,2017-12-31T17:31:21-06:00
Bennett Stokes,117,2014-09-01T18:32:10-06:00
Samanta Smith,184,2014-11-27T14:36:26-06:00
Marge Hickle,192,2014-11-27T16:14:48-06:00
Christiana Larkin,201,2014-11-27T15:40:41-06:00
Paul Bosco,171,2015-07-04T13:42:39-06:00
Patsy Gleason,178,2017-09-04T16:30:48-06:00
Wilfredo Olson,130,2018-10-31T15:26:22-06:00
Guillermo Reinger,173,2016-11-24T14:44:47-06:00
Mary Schumm,145,2018-09-03T14:27:12-06:00
Vilma Dietrich,134,2018-02-02T18:58:27-06:00
Rosalinda Mosciski,134,2015-10-31T16:42:25-06:00
Lonzo Mosciski,142,2014-07-04T14:13:19-06:00
Kenna Schumm,140,2018-12-31T15:54:29-06:00
Gracie Anderson,170,2017-07-04T17:43:21-06:00
Johann Bosco,117,2016-10-31T18:38:30-06:00
Glenna Hauck,176,2018-12-31T14:50:34-06:00
Carolyne Gleason,189,2018-10-31T14:30:49-06:00
Stanley Wilderman,161,2017-12-31T16:33:40-06:00
Guillermo Reinger,174,2014-10-31T14:26:52-06:00
Otha Stokes,110,2015-09-07T13:36:58-06:00
Keira Bosco,165,2015-07-04T16:58:30-06:00
Lolita Wilderman,145,2018-12-31T13:28:57-06:00
Helena Stokes,160,2015-12-31T15:51:58-06:00
Johann Bosco,117,2016-12-31T17:15:38-06:00
Samanta Smith,186,2014-12-31T18:47:27-06:00
Heather Mosciski,101,2018-07-04T16:24:31-06:00
Garrison Olson,106,2015-09-07T12:27:20-06:00
Arch Bosco,186,2016-07-04T12:12:11-06:00
Douglas Lang,159,2015-09-07T17:18:50-06:00
Vidal Wilderman,118,2017-12-31T18:40:55-06:00
Kiarra Anderson,149,2014-07-04T16:16:15-06:00
Shany Mosciski,153,2015-10-31T18:28:21-06:00
Guillermo Reinger,176,2014-11-27T18:19:42-06:00
Filomena Hauck,122,2017-10-31T12:27:15-06:00
Gracie Anderson,175,2016-12-31T14:41:32-06:00
Paul Bosco,173,2014-11-27T13:44:51-06:00
Abraham Stokes,132,2018-07-04T17:22:45-06:00
Amanda Gleason,173,2018-09-03T12:54:21-06:00
Angelina Olson,134,2018-12-31T18:46:51-06:00
Stanley Wilderman,161,2016-10-31T17:30:21-06:00
Filomena Hauck,121,2018-09-03T18:43:45-06:00
Samanta Smith,185,2016-11-24T18:37:42-06:00
Helena Stokes,162,2018-11-22T16:54:16-06:00
Sophie Dietrich,143,2016-12-31T13:31:43-06:00
Samanta Smith,183,2014-12-31T14:35:42-06:00
Hollie Larkin,186,2017-09-04T17:52:45-06:00
Carolyne Gleason,192,2015-11-26T17:26:50-06:00
Magdalen Gleason,104,2016-07-04T15:18:28-06:00
Glenna Hauck,178,2014-12-31T17:56:28-06:00
Roy Hauck,130,2016-11-24T12:12:34-06:00
Otha Stokes,114,2014-11-27T13:38:13-06:00
Duncan Mosciski,111,2015-11-26T18:50:38-06:00
Mary Schumm,146,2016-09-05T17:34:19-06:00
Douglas Lang,158,2014-07-04T13:31:19-06:00
Lolita Wilderman,146,2014-09-01T15:44:25-06:00
Kenna Schumm,140,2016-07-04T16:58:33-06:00
Donnell Hauck,170,2016-10-31T12:11:50-06:00
Khalid Stokes,152,2016-09-05T17:26:26-06:00
Abraham Stokes,134,2017-10-31T14:11:57-06:00
Jeff Dietrich,165,2014-11-27T12:12:49-06:00
Patsy Gleason,179,2017-09-04T16:47:15-06:00
Monica Olson,122,2018-09-03T16:22:43-06:00
Patsy Gleason,178,2017-11-23T13:20:35-06:00
Khalid Stokes,152,2016-09-05T13:19:12-06:00
Samanta Smith,185,2014-10-31T12:51:28-06:00
Filomena Hauck,122,2017-10-31T16:21:10-06:00
Libbie Hauck,144,2014-07-04T14:34:17-06:00
Quincy Mosciski,140,2018-07-04T16:15:35-06:00
Lonzo Mosciski,143,2017-12-31T17:20:47-06:00
Christiana Larkin,199,2018-11-22T12:35:42-06:00
Bennett Stokes,111,2015-12-31T15:54:44-06:00
Lenore Gleason,101,2016-10-31T12:41:59-06:00
Jeff Dietrich,163,2017-10-31T13:43:29-06:00
Arch Bosco,189,2017-10-31T15:55:28-06:00
Kiarra Anderson,149,2018-12-31T14:16:32-06:00
Stanley Wilderman,163,2018-07-04T13:10:39-06:00
Douglas Lang,161,2018-07-04T17:34:20-06:00
Paul Bosco,170,2018-11-22T13:17:20-06:00
Edd Lang,142,2016-10-31T12:36:25-06:00
Marge Hickle,194,2015-09-07T15:42:54-06:00
Edd Lang,140,2018-11-22T12:47:54-06:00
Vilma Dietrich,139,2015-12-31T16:14:53-06:00
Lonzo Mosciski,142,2018-11-22T18:17:18-06:00
Arch Bosco,191,2015-12-31T13:13:49-06:00
Lonzo Mosciski,140,2017-11-23T16:19:40-06:00
Abraham Stokes,130,2017-09-04T13:58:19-06:00
Heather Mosciski,105,2015-12-31T16:36:17-06:00
Idell Anderson,153,2015-11-26T17:41:50-06:00
Douglas Lang,158,2016-09-05T14:12:54-06:00
Carli Gleason,128,2017-10-31T16:57:14-06:00
Khalid Stokes,150,2018-07-04T18:56:20-06:00
Heather Mosciski,99,2014-07-04T12:13:27-06:00
Idell Anderson,154,2018-09-03T12:42:55-06:00
Toby Hahn,186,2017-12-31T14:54:25-06:00
Wilfredo Olson,130,2014-07-04T15:14:38-06:00
Lenore Gleason,103,2017-12-31T15:12:50-06:00
Roy Hauck,128,2017-11-23T14:25:32-06:00
Carli Gleason,124,2018-11-22T18:20:17-06:00
Christiana Larkin,201,2014-12-31T18:28:46-06:00
Roy Hauck,130,2018-02-02T18:13:11-06:00
Edd Lang,141,2018-12-31T14:39:14-06:00
Johnathon Reinger,171,2018-11-22T18:59:39-06:00
Stephan Hessel,159,2017-10-31T13:55:37-06:00
Johann Bosco,117,2018-09-03T17:27:56-06:00
Helena Stokes,160,2016-12-31T18:31:26-06:00
Stephan Hessel,156,2016-10-31T18:17:43-06:00
Amanda Gleason,174,2016-11-24T18:33:18-06:00
Lenore Gleason,103,2018-09-03T16:29:38-06:00
Lindsey Anderson,189,2016-12-31T17:24:56-06:00
Amanda Gleason,173,2014-12-31T15:21:29-06:00
Idell Anderson,154,2018-10-31T17:59:55-06:00
Douglas Lang,157,2014-09-01T15:36:29-06:00
Douglas Lang,160,2014-07-04T14:25:59-06:00
Nona Hickle,147,2014-10-31T15:47:51-06:00
Arch Bosco,188,2018-07-04T16:46:46-06:00
Bennett Stokes,112,2016-10-31T14:36:33-06:00
Quincy Mosciski,144,2015-10-31T18:21:45-06:00
Hiram Smith,103,2016-10-31T17:10:47-06:00
Stanley Wilderman,166,2016-12-31T16:14:38-06:00
Roy Hauck,132,2015-12-31T15:52:11-06:00
Carolyne Gleason,189,2017-07-04T13:37:46-06:00
Angelina Olson,132,2018-07-04T13:46:56-06:00
Cecile Bosco,154,2016-11-24T12:40:12-06:00
Antonetta Bosco,114,2016-10-31T16:34:35-06:00
Heather Mosciski,100,2017-12-31T14:38:45-06:00
Paul Bosco,170,2016-12-31T15:36:20-06:00
Patsy Gleason,178,2017-07-04T17:15:44-06:00
Stanley Wilderman,163,2016-12-31T13:44:12-06:00
Allen Hauck,186,2014-07-04T16:31:16-06:00
Patsy Gleason,179,2017-11-23T12:46:51-06:00
Tod Hickle,144,2014-10-31T17:33:50-06:00
Monica Olson,123,2016-07-04T15:38:59-06:00
Lindsey Anderson,185,2016-09-05T17:16:40-06:00
Roy Hauck,129,2018-02-02T16:46:53-06:00
Viola Gleason,155,2016-11-24T17:27:52-06:00
Abraham Stokes,131,2016-09-05T15:51:18-06:00
Wilhelm Bosco,187,2017-11-23T17:53:10-06:00
Stanley Wilderman,162,2014-12-31T18:29:59-06:00
Marge Hickle,195,2018-02-02T14:24:28-06:00
Patsy Gleason,179,2014-10-31T15:14:14-06:00
Rosalinda Mosciski,134,2016-09-05T17:17:58-06:00
Lenore Gleason,106,2015-07-04T15:11:39-06:00
Gracie Anderson,175,2017-11-23T14:53:50-06:00
Idell Anderson,157,2018-10-31T16:28:25-06:00
Jamir Wilderman,161,2014-11-27T13:54:59-06:00
Annamae Smith,128,2014-10-31T17:56:30-06:00
Carli Gleason,127,2017-07-04T16:42:35-06:00
Mary Schumm,147,2017-09-04T18:28:44-06:00
Wilhelm Bosco,187,2016-09-05T18:53:26-06:00
Cecile Bosco,153,2017-10-31T15:28:47-06:00
Otha Stokes,111,2014-12-31T15:58:34-06:00
Lolita Wilderman,146,2015-10-31T16:43:24-06:00
Gisselle Mosciski,112,2017-11-23T16:33:38-06:00
Carli Gleason,124,2018-10-31T16:20:31-06:00
Christiana Larkin,198,2018-07-04T16:24:26-06:00
Kenna Schumm,139,2017-10-31T13:52:47-06:00
Viola Gleason,156,2015-11-26T15:17:42-06:00
Annamae Smith,130,2018-11-22T14:11:56-06:00
Nona Hickle,149,2017-12-31T18:49:37-06:00
Angelina Olson,134,2014-07-04T18:26:49-06:00
Donnell Hauck,169,2014-12-31T16:12:14-06:00
Guillermo Reinger,175,2015-10-31T16:59:45-06:00
Wilfredo Olson,129,2016-07-04T17:52:37-06:00
Garrison Olson,112,2017-12-31T14:53:32-06:00
Arch Bosco,188,2018-02-02T13:27:20-06:00
Johann Bosco,118,2015-11-26T17:59:30-06:00
Stanley Wilderman,161,2015-09-07T17:18:49-06:00
Quincy Mosciski,140,2015-10-31T18:12:55-06:00
Samanta Smith,186,2015-07-04T17:28:59-06:00
Stanley Wilderman,160,2016-12-31T15:48:38-06:00
Lindsey Anderson,186,2017-07-04T13:52:56-06:00
Allen Hauck,188,2014-11-27T13:40:32-06:00
Vilma Dietrich,136,2014-07-04T13:29:52-06:00
Magdalen Gleason,105,2016-09-05T16:15:38-06:00
Hollie Larkin,185,2014-10-31T18:19:54-06:00
Shany Mosciski,153,2015-10-31T17:50:20-06:00
Marge Hickle,195,2018-10-31T16:21:36-06:00
Stanley Wilderman,161,2016-10-31T13:57:44-06:00
Khalid Stokes,150,2018-09-03T16:19:35-06:00
Nona Hickle,149,2014-10-31T13:42:51-06:00
Khalid Stokes,155,2015-07-04T16:48:59-06:00
Paul Bosco,172,2017-11-23T16:24:40-06:00
Idell Anderson,152,2015-07-04T12:12:41-06:00
Jeff Dietrich,163,2016-12-31T15:38:58-06:00
Otha Stokes,109,2016-12-31T18:38:17-06:00
Nona Hickle,147,2014-07-04T17:11:27-06:00
Toby Hahn,185,2014-07-04T17:16:40-06:00
